,f,chi2,MATTE,NB,M3,HV,zscore,ENT
CLEC4M,5.36124451,0.002619584,0.060754142,,,,-15699.05478020792,-45.63298961358071
TBC1D17,7.289772511,0.005579782,0.6066784,,,,-16142.031954955473,-58.977235234143535
IL4I1,5.468388018,0.002233588,0.009950257,,,,-594.341125500618,-34.90116531443554
TLE6,2.525783302,0.001350468,0.0,,,,1197.4489558387181,-2.7197951253337385
CCDC130,9.71253943,0.005781212,0.693022053,,,,-1610.441916249352,-39.525527435772254
PTOV1,4.083518978,0.003022593,0.996343946,,,,1743.3965081737476,-53.49792436284918
AES,273.2578325,0.209453641,1.586518437,,,,-19761.46003195727,-54.57429319993939
SGTA,2.295123011,0.001628451,0.049279946,-5.1e-06,,,-7345.615237506235,-56.26262164041242
KIR3DX1,2.841570575,0.001740161,0.042302532,-7.18e-10,,,-14913.149900915421,-71.9961049748695
LILRB1,71.6976678,0.070147016,0.985277643,,,,7964.576510732625,-33.87409265109923
MED25,3.92946876,0.00220891,0.324132988,,,,3346.3702874742394,-35.118799733326426
LILRA1,125.3449977,0.122219613,1.00200586,-1.1399999999999998e-52,,,-1916.9293422760015,-49.51137604258314
SNAPC2,3.827337698,0.002565455,0.080748545,,,,-158496.11237498396,-118.82666552500996
C19orf53,30.03399823,0.019857866,0.848123019,,,,-11260.801459570848,-49.66318610234533
TIMM44,11.04009186,0.007365637,1.135572608,-0.006881018,,,-53184.48566156315,-109.22252663939132
CCDC61,2.804704186,0.000937059,0.009950257,,,,5015.662897622451,-31.59618872501394
IL27RA,16.02238395,0.010473873,0.519791969,,,,-1308.1890717438155,-54.71090237792767
ASF1B,5.709281111,0.007763272,0.015205944,,,0.0,488.9972919343545,-54.829089284740775
TNNT1,112.6147521,0.109206034,0.332154713,,,,-38777.770937853566,-46.963028494157825
VRK3,15.16357292,0.008467637,1.236182132,,,,-25600.03040956945,-81.61056309075995
FAM32A,19.61612974,0.022247505,0.765070943,,,,9746.90538746868,-46.07371710151438
PPP6R1,7.833946832,0.00671818,0.511087607,,,,-993.1986541624385,-62.43230647182523
C19orf44,0.181806693,0.00014095,0.0,,,,5873.55048009312,-9.942743962827056
MED26,3.283073419,0.002562468,0.048559269,,,,-36092.11295673025,-121.55455158905669
OLFM2,14.55082627,0.004428244,0.009950257,,,,-645.2781146335957,-4.485198223237778
RASAL3,40.55875015,0.030554591,1.339684402,,,,-46099.7176372144,-130.29601209713675
AKAP8,6.925200344,0.005443457,1.010369659,,,,-52139.157368571454,-132.16431209042187
EPHX3,3.66921002,0.000926357,0.0,,,,12536.317805741064,-32.673343311492836
ILVBL,2.991515205,0.001818693,0.03342617,-1.16e-46,,,5666.692735230936,-44.71802742671534
ZNF419,1.695450723,0.001080278,0.015383804,,,,-138405.11806269467,-219.56046587229145
SYDE1,0.562716317,0.000342665,0.0,,,,207.41365546531813,-3.6903778046245708
CASP14,0.960515995,0.000593784,0.0,,,,-4264.732828517098,-38.73270384277246
SLC1A6,0.503572055,0.000207001,0.0,,,,-32958.76215101424,-94.84891949045932
AURKC,2.215299799,0.003845373,0.031398119,,,0.0,-11851.688509943988,-65.0129118673134
POP4,9.372794606,0.006270086,0.840936389,,,,-57961.8782795211,-147.01265975390888
CCNE1,6.810761638,0.003782254,0.031398119,,,,-235.12695784196478,-39.5822491273348
URI1,24.40662553,0.022934044,0.831754221,,,,-24738.97944882913,-89.49677336258883
PDCD5,25.74561695,0.015147034,2.05195979,,,,-14627.839815374784,-64.9326383304718
ANKRD27,5.398977247,0.003115137,0.063774926,-8.89e-36,,,-5969.003386036549,-54.85264978032073
RPS16,854.9456248,0.696955238,1.120046329,,,,-30557.77890714789,0.9980976170996669
TIMM50,9.749337782,0.009086008,0.674143357,,,,-11676.178685876037,-64.87884719544377
FBL,19.18218019,0.016897467,0.463150709,,,,-9021.296675240852,-46.39586506036644
DYRK1B,4.407392051,0.002373026,0.045452379,,,,-14711.805609994526,-52.63062224492248
CNTD2,0.497836801,0.000114415,0.0,-3.13e-06,,,8832.31250532898,-12.101384795251045
GPI,9.350713634,0.008918332,0.881361093,-0.008012667,,,4185.473443678069,-51.66089827001207
AKT2,3.402555471,0.003111002,0.046383528,,,,-13022.251763424263,-56.794676379798474
PLD3,33.66986782,0.028133142,0.483848743,,,,4454.734353394519,-58.76007720194521
PRX,0.329281796,0.000306733,0.0,,,,-144962.3158398696,-75.85880179334372
PIAS4,1.701118973,0.001972271,0.048674902,-1e-16,,-5.18e-08,2888.5686566897853,-48.55189821282508
NUMBL,4.212292493,0.002794111,0.05121146,,,,-4690.177753954633,-47.61864799007612
EBI3,17.36218874,0.007285855,0.0,-1.68e-07,,,-1535.2587504934847,-6.1814995787852
CCDC94,1.714321404,0.001288843,0.07806773,-0.002484266,,,-3723.8399396195996,-53.57506799258555
SHD,0.532435154,0.00017677,0.0,,,,548.0743864692711,-1.0974142037754921
TBCB,13.24934461,0.010998567,0.127496784,,,,4723.234788281111,-51.517475801867285
FSD1,6.8691992,0.003017696,0.051945155,-6.52e-09,,,-2040.5546255565134,-40.277991060151706
POLR2I,14.40355445,0.00888728,1.137632165,,,,-9378.255539295546,-48.09827671863614
CLIP3,2.375093566,0.001926127,0.044351536,,,,-2518.5671800408018,-41.01380058472262
ZFR2,4.784800027,0.002427018,0.032002845,,,,-27852.874723013832,-45.19580617434415
SLC1A5,9.519767948,0.007520057,0.268123732,,,,4597.256419185809,-36.61082856231281
PRKD2,13.47384906,0.010602299,0.584586512,,,,-12071.345642670805,-53.32286218987369
